epoch,delta_abs_mean,loss,lr,mae,val_delta_abs_mean,val_loss,val_mae
0,1.136335849761963,0.6541745662689209,0.001,1.1372102499008179,1.1968519687652588,0.5443210601806641,1.43783438205719
1,1.1924020051956177,0.4995737075805664,0.001,1.5860943794250488,1.2430131435394287,0.5132710337638855,1.7762166261672974
2,1.2358406782150269,0.47919195890426636,0.001,1.885180950164795,1.2514463663101196,0.48312410712242126,1.8919352293014526
3,1.2480823993682861,0.4598352015018463,0.001,1.9878405332565308,1.2551677227020264,0.468966543674469,1.905875563621521
4,1.2494498491287231,0.45568862557411194,0.001,1.998487114906311,1.2546268701553345,0.4594745635986328,1.9786790609359741
5,1.2562893629074097,0.43455079197883606,0.001,2.138375997543335,1.278159499168396,0.45348280668258667,2.0816152095794678
6,1.2759453058242798,0.4254964590072632,0.001,2.199678421020508,1.2863982915878296,0.45254817605018616,2.09444260597229
7,1.276367425918579,0.42149102687835693,0.001,2.203629970550537,1.298263669013977,0.4428197741508484,2.15181040763855
8,1.2798784971237183,0.42239049077033997,0.001,2.2023141384124756,1.2795692682266235,0.4400501549243927,2.1356425285339355
9,1.2744426727294922,0.4123271405696869,0.001,2.235379457473755,1.2734849452972412,0.4388919472694397,2.1331446170806885
10,1.2625963687896729,0.41009521484375,0.001,2.1821401119232178,1.2551627159118652,0.43827393651008606,2.070739269256592
11,1.257804274559021,0.40243637561798096,0.001,2.2008438110351562,1.2628147602081299,0.42840367555618286,2.118004322052002
12,1.2555112838745117,0.4013495147228241,0.001,2.1972718238830566,1.2539136409759521,0.43076205253601074,2.122990131378174
13,1.252278208732605,0.39314115047454834,0.001,2.231799602508545,1.249042272567749,0.42701083421707153,2.1332266330718994
14,1.272860050201416,0.39600250124931335,0.001,2.2602994441986084,1.2876092195510864,0.4280323088169098,2.169325113296509
15,1.2897906303405762,0.38948854804039,0.001,2.3221113681793213,1.296929955482483,0.4221749007701874,2.230362892150879
16,1.2855303287506104,0.39211252331733704,0.001,2.302137851715088,1.293217420578003,0.4205875098705292,2.21504545211792
