epoch,delta_abs_mean,loss,lr,mae,val_delta_abs_mean,val_loss,val_mae
0,1.238248348236084,0.6775525808334351,0.001,1.7684789896011353,1.3237366676330566,0.562423586845398,1.8361893892288208
1,1.3025593757629395,0.5198628902435303,0.001,1.880255103111267,1.2934528589248657,0.5191575288772583,1.8533399105072021
2,1.306837558746338,0.4907112419605255,0.001,1.9398176670074463,1.3219958543777466,0.4918995499610901,1.8493212461471558
3,1.314156413078308,0.4628922641277313,0.001,2.0053999423980713,1.322513461112976,0.4804636538028717,1.9367791414260864
4,1.3210984468460083,0.453567773103714,0.001,2.0157980918884277,1.329437494277954,0.46882691979408264,1.884536862373352
5,1.3154760599136353,0.44760969281196594,0.001,1.9960960149765015,1.3197555541992188,0.4605443477630615,1.9742971658706665
6,1.3127856254577637,0.42989712953567505,0.001,2.026672124862671,1.3148514032363892,0.4525298476219177,1.881468653678894
7,1.3071128129959106,0.4300762116909027,0.001,1.9897918701171875,1.3067930936813354,0.4472726881504059,1.9255292415618896
8,1.298217535018921,0.4191400706768036,0.001,2.0188586711883545,1.3047229051589966,0.4483098089694977,1.9145325422286987
9,1.2963135242462158,0.4187221825122833,0.001,1.9987688064575195,1.2948379516601562,0.4413055181503296,1.9363163709640503
10,1.289894938468933,0.41128048300743103,0.001,2.010878801345825,1.2869795560836792,0.4410991668701172,1.929626703262329
11,1.2875244617462158,0.41437336802482605,0.001,1.9822503328323364,1.2848410606384277,0.43555647134780884,1.9426898956298828
12,1.2858681678771973,0.41010087728500366,0.001,1.9983731508255005,1.2762515544891357,0.4342407286167145,1.9033443927764893
13,1.2797620296478271,0.40092724561691284,0.001,2.005683422088623,1.2776689529418945,0.4384600520133972,1.952768087387085
14,1.2741456031799316,0.3993586301803589,0.001,2.0080790519714355,1.2613087892532349,0.43258869647979736,1.9036656618118286
15,1.2709521055221558,0.3937016725540161,0.001,2.0039823055267334,1.2730423212051392,0.43334314227104187,1.9137755632400513
16,1.2694039344787598,0.3904469609260559,0.001,2.0087192058563232,1.2651442289352417,0.42624932527542114,1.9407286643981934
17,1.264326810836792,0.39282798767089844,0.001,1.9975636005401611,1.2672263383865356,0.4282197058200836,1.9379780292510986
18,1.2595146894454956,0.38627979159355164,0.001,2.0036251544952393,1.2619878053665161,0.4245297908782959,1.9275472164154053
19,1.2560697793960571,0.38746193051338196,0.001,2.0040290355682373,1.2545936107635498,0.42404788732528687,1.888649582862854
20,1.2526702880859375,0.38453835248947144,0.001,2.0082948207855225,1.242614507675171,0.42393335700035095,1.9139788150787354
21,1.2483059167861938,0.3806699514389038,0.001,2.018932819366455,1.2497326135635376,0.42667263746261597,1.9096089601516724
22,1.2467674016952515,0.37740036845207214,0.001,2.0404467582702637,1.2375767230987549,0.4274303913116455,1.9337220191955566
23,1.2441595792770386,0.37681686878204346,0.001,2.031890869140625,1.2419911623001099,0.4176623225212097,1.9294277429580688
24,1.2393742799758911,0.3812466561794281,0.001,1.9998829364776611,1.239302396774292,0.423238068819046,1.8730084896087646
25,1.239013433456421,0.3775493800640106,0.001,1.9926692247390747,1.2278492450714111,0.4254096746444702,1.8684810400009155
26,1.2305042743682861,0.3716447055339813,0.001,2.020020008087158,1.2297041416168213,0.41793960332870483,1.915809154510498
27,1.223610520362854,0.36674875020980835,0.0005,2.0070760250091553,1.220110297203064,0.41388896107673645,1.9330068826675415
28,1.2188982963562012,0.3668287992477417,0.0005,2.0006492137908936,1.2171510457992554,0.4140779674053192,1.9195654392242432
29,1.2189269065856934,0.3623522222042084,0.0005,2.007984161376953,1.2143867015838623,0.41428062319755554,1.9222666025161743
30,1.2154920101165771,0.3608577251434326,0.0005,2.0065383911132812,1.2155005931854248,0.4140051305294037,1.9192627668380737
31,1.2152776718139648,0.35375112295150757,0.00025,2.019970417022705,1.2106201648712158,0.4122130870819092,1.9117721319198608
32,1.2116249799728394,0.3564486801624298,0.00025,1.9995627403259277,1.2092398405075073,0.4133548438549042,1.9280250072479248
33,1.2112042903900146,0.3532877564430237,0.00025,2.002603530883789,1.2091057300567627,0.4132140576839447,1.910021185874939
34,1.2102086544036865,0.35406580567359924,0.00025,1.9998430013656616,1.204646348953247,0.4128599464893341,1.9312933683395386
35,1.206161618232727,0.35137081146240234,0.000125,2.00361967086792,1.2040634155273438,0.4129094183444977,1.9283604621887207
36,1.2054848670959473,0.3502825200557709,0.000125,2.014225959777832,1.2012746334075928,0.4137347638607025,1.9152562618255615
37,1.2054400444030762,0.3436034917831421,0.000125,2.0268476009368896,1.2029738426208496,0.4127950966358185,1.9181452989578247
38,1.2038536071777344,0.3473568558692932,6.25e-05,2.0132620334625244,1.1993156671524048,0.41324326395988464,1.9103299379348755
39,1.203254222869873,0.34829625487327576,6.25e-05,2.010800838470459,1.2006454467773438,0.4128496050834656,1.9293075799942017
