epoch,delta_abs_mean,loss,lr,mae,val_delta_abs_mean,val_loss,val_mae
0,1.2398332357406616,0.6584435701370239,0.001,1.72992742061615,1.3179118633270264,0.5714781880378723,1.7770447731018066
1,1.312750220298767,0.5134957432746887,0.001,1.8630118370056152,1.319632649421692,0.5108455419540405,1.7867426872253418
2,1.3220106363296509,0.48073527216911316,0.001,1.9257460832595825,1.335659146308899,0.5014111995697021,1.8466706275939941
3,1.327248454093933,0.4654042720794678,0.001,1.9825376272201538,1.330304503440857,0.4774987995624542,1.8996740579605103
4,1.3259958028793335,0.45398950576782227,0.001,1.9786360263824463,1.3404309749603271,0.4671257734298706,1.9207333326339722
5,1.325853705406189,0.4495014250278473,0.001,1.976002812385559,1.3313239812850952,0.45814624428749084,1.9422001838684082
6,1.321179986000061,0.4332011342048645,0.001,1.990103840827942,1.3187296390533447,0.4491560161113739,1.9203680753707886
7,1.3141740560531616,0.42801424860954285,0.001,1.9746942520141602,1.3139448165893555,0.44843974709510803,1.929425835609436
8,1.3121987581253052,0.42038100957870483,0.001,1.9865303039550781,1.300051212310791,0.446489155292511,1.8740571737289429
9,1.3085931539535522,0.4194934070110321,0.001,1.9709076881408691,1.3161555528640747,0.44409558176994324,1.9346870183944702
10,1.3047295808792114,0.4120016098022461,0.001,1.9784437417984009,1.3013339042663574,0.4384126365184784,1.8789594173431396
11,1.3023326396942139,0.4083654582500458,0.001,1.9866465330123901,1.2955526113510132,0.4383859634399414,1.9430047273635864
12,1.3009862899780273,0.4064761698246002,0.001,1.9805593490600586,1.2944928407669067,0.4328807592391968,1.8708782196044922
13,1.2967292070388794,0.4052397906780243,0.001,1.952520489692688,1.297541618347168,0.4306386113166809,1.8882182836532593
14,1.2970523834228516,0.3989132344722748,0.001,1.9680416584014893,1.2925796508789062,0.43119892477989197,1.8743948936462402
15,1.2953822612762451,0.3933091163635254,0.001,1.9682732820510864,1.2969207763671875,0.4260384440422058,1.9093842506408691
16,1.2903566360473633,0.396199494600296,0.001,1.9808018207550049,1.2841609716415405,0.42697882652282715,1.8729358911514282
17,1.2887364625930786,0.3955722153186798,0.001,1.971002221107483,1.281223177909851,0.42640405893325806,1.9037114381790161
18,1.2862982749938965,0.3828481435775757,0.001,1.9821821451187134,1.2722364664077759,0.4280863106250763,1.8803329467773438
19,1.2801692485809326,0.38286685943603516,0.0005,1.9768503904342651,1.274158000946045,0.4168771505355835,1.8697961568832397
20,1.2795878648757935,0.3764069378376007,0.0005,1.9771322011947632,1.2802194356918335,0.4173511862754822,1.900365948677063
21,1.2786574363708496,0.37344738841056824,0.0005,1.9832040071487427,1.2713806629180908,0.4156413972377777,1.8800387382507324
22,1.2749534845352173,0.38080787658691406,0.0005,1.9544649124145508,1.267183780670166,0.4162486493587494,1.8713914155960083
23,1.2734216451644897,0.37645086646080017,0.0005,1.9588550329208374,1.2733242511749268,0.4152164161205292,1.8823832273483276
24,1.2742663621902466,0.36977851390838623,0.0005,1.984716773033142,1.2718141078948975,0.41589784622192383,1.8688552379608154
25,1.2715033292770386,0.3727118670940399,0.0005,1.9660816192626953,1.2721959352493286,0.4193043112754822,1.915854811668396
26,1.2706100940704346,0.36764028668403625,0.0005,1.9751261472702026,1.2713714838027954,0.41772061586380005,1.9183731079101562
27,1.2655761241912842,0.3676510453224182,0.00025,1.9478939771652222,1.2642403841018677,0.4126920700073242,1.8757654428482056
28,1.2637909650802612,0.3674461245536804,0.00025,1.9464823007583618,1.26041841506958,0.41449272632598877,1.8432385921478271
29,1.2629420757293701,0.3631255030632019,0.00025,1.9599214792251587,1.2531602382659912,0.4142005443572998,1.8791451454162598
30,1.2591222524642944,0.36118999123573303,0.00025,1.9493141174316406,1.2575607299804688,0.4141044020652771,1.898760437965393
31,1.2610247135162354,0.3567495346069336,0.000125,1.9708521366119385,1.2559775114059448,0.4127888083457947,1.8565213680267334
32,1.2591972351074219,0.35457971692085266,0.000125,1.9631483554840088,1.2517690658569336,0.4133261442184448,1.8277616500854492
33,1.2583028078079224,0.35264208912849426,0.000125,1.9626418352127075,1.2529957294464111,0.41262078285217285,1.8462767601013184
34,1.2565059661865234,0.3540458679199219,6.25e-05,1.9582785367965698,1.2494616508483887,0.41309571266174316,1.8313926458358765
35,1.2569279670715332,0.35171452164649963,6.25e-05,1.9638993740081787,1.249774694442749,0.4126921594142914,1.8277642726898193
36,1.2556579113006592,0.3553434908390045,6.25e-05,1.9463343620300293,1.2518328428268433,0.41304975748062134,1.860872745513916
