epoch,gain_mean,loss,lr,mae,val_gain_mean,val_loss,val_mae
52,0.5987070202827454,1.6149336099624634,6.25e-05,1.9390337467193604,0.58921217918396,1.8161861896514893,1.960732340812683
53,0.5972581505775452,1.6243510246276855,6.25e-05,1.9556642770767212,0.5908616781234741,1.8193869590759277,1.9486035108566284
54,0.5993773341178894,1.6207703351974487,6.25e-05,1.939436912536621,0.5918039083480835,1.8184828758239746,1.9563727378845215
55,0.6022182703018188,1.5957684516906738,6.25e-05,1.9478691816329956,0.5936728119850159,1.815137505531311,1.9313960075378418
56,0.6044501662254333,1.5931472778320312,6.25e-05,1.9354124069213867,0.593780517578125,1.8169410228729248,1.9327170848846436
57,0.6029924750328064,1.6053218841552734,6.25e-05,1.9257549047470093,0.5954344272613525,1.8229560852050781,1.9057801961898804
58,0.6045824289321899,1.5976797342300415,6.25e-05,1.9205163717269897,0.5954627394676208,1.8166395425796509,1.9197813272476196
59,0.6054832339286804,1.5837364196777344,3.125e-05,1.924156904220581,0.5960372686386108,1.813391923904419,1.910433053970337
60,0.6046553254127502,1.596878170967102,3.125e-05,1.9104877710342407,0.5961214303970337,1.8141604661941528,1.9191229343414307
61,0.6049622297286987,1.602105975151062,3.125e-05,1.9112706184387207,0.5974760055541992,1.815564513206482,1.9044468402862549
62,0.6042088866233826,1.605879545211792,3.125e-05,1.9077976942062378,0.5983144044876099,1.8124415874481201,1.899046540260315
63,0.6056127548217773,1.6058349609375,3.125e-05,1.9063711166381836,0.5975399613380432,1.813250184059143,1.9053388833999634
64,0.6057551503181458,1.5990643501281738,3.125e-05,1.9023098945617676,0.5974735617637634,1.8103444576263428,1.8997483253479004
65,0.6038111448287964,1.6220839023590088,3.125e-05,1.886273980140686,0.5986456871032715,1.8114848136901855,1.8928464651107788
66,0.6066088080406189,1.5922877788543701,3.125e-05,1.9043298959732056,0.5993358492851257,1.8172385692596436,1.8971457481384277
67,0.6056867837905884,1.6031898260116577,3.125e-05,1.8958799839019775,0.5987837910652161,1.8181895017623901,1.8998215198516846
68,0.6073349118232727,1.5882019996643066,1.5625e-05,1.901703953742981,0.5987369418144226,1.8123972415924072,1.8969281911849976
69,0.6070001125335693,1.5897960662841797,1.5625e-05,1.901883840560913,0.5990080237388611,1.8111802339553833,1.8910092115402222
70,0.6059747934341431,1.6020253896713257,1.5625e-05,1.8908519744873047,0.5991705656051636,1.8138184547424316,1.891614556312561
71,0.6076463460922241,1.5849416255950928,7.8125e-06,1.9002807140350342,0.5986329317092896,1.8109649419784546,1.893864393234253
72,0.6069064140319824,1.5864158868789673,7.8125e-06,1.8963855504989624,0.5988366007804871,1.8129578828811646,1.8907499313354492
