epoch,gain_mean,loss,lr,mae,val_gain_mean,val_loss,val_mae
0,0.4790674149990082,18.510656356811523,0.001,4.315275192260742,0.5484801530838013,4.210713863372803,3.582984685897827
1,0.5951200127601624,3.133455514907837,0.001,3.220623254776001,0.5894242525100708,2.8517422676086426,3.0360615253448486
2,0.6040946841239929,2.7265937328338623,0.001,2.9225430488586426,0.5918887257575989,2.6685690879821777,2.8254685401916504
3,0.6024872660636902,2.533050775527954,0.001,2.774998903274536,0.5905832052230835,2.536268949508667,2.6161763668060303
4,0.6017534732818604,2.4249978065490723,0.001,2.5555896759033203,0.597795307636261,2.427546977996826,2.5309677124023438
5,0.6074537634849548,2.3429157733917236,0.001,2.4553208351135254,0.5998661518096924,2.3656857013702393,2.3946547508239746
6,0.6087989211082458,2.260716676712036,0.001,2.339113712310791,0.59663987159729,2.284778594970703,2.176866292953491
7,0.6092309355735779,2.1975412368774414,0.001,2.166900634765625,0.5998464226722717,2.2521605491638184,2.19476580619812
8,0.6106032133102417,2.178887367248535,0.001,2.1282107830047607,0.5985850095748901,2.2016916275024414,2.1982603073120117
9,0.611981987953186,2.121788263320923,0.001,2.084444761276245,0.6021440625190735,2.17155385017395,1.8992770910263062
10,0.6131402850151062,2.0649046897888184,0.001,1.8922061920166016,0.5999124646186829,2.1338067054748535,2.0105223655700684
11,0.6085582375526428,2.0542027950286865,0.001,1.9054144620895386,0.5960888266563416,2.1616036891937256,1.6292706727981567
12,0.5986143350601196,2.0763285160064697,0.001,2.111412286758423,0.5835332274436951,2.071376085281372,2.5485024452209473
13,0.583728551864624,2.032421588897705,0.001,2.887946605682373,0.5771871209144592,2.0726232528686523,2.302785634994507
14,0.5922439098358154,1.9569470882415771,0.001,2.2126429080963135,0.5869594216346741,2.081758737564087,2.4112284183502197
15,0.6018291115760803,1.93212890625,0.001,2.016563653945923,0.6046609282493591,2.0294995307922363,1.7639439105987549
16,0.6093015670776367,1.9330536127090454,0.001,1.9606531858444214,0.5962227582931519,2.002641201019287,1.8082466125488281
17,0.6050281524658203,1.8939555883407593,0.001,2.1071720123291016,0.5864167213439941,1.978374719619751,2.149815559387207
18,0.5934125781059265,1.8998979330062866,0.001,2.5714621543884277,0.5923410058021545,2.079148292541504,2.129422426223755
19,0.5947467684745789,1.8865182399749756,0.001,2.4559123516082764,0.5867978930473328,1.9770781993865967,2.371757745742798
20,0.6013056039810181,1.8721109628677368,0.001,2.2036049365997314,0.6044943928718567,1.9436286687850952,2.100630283355713
21,0.6099823713302612,1.8454442024230957,0.001,2.4290342330932617,0.577567458152771,1.9657047986984253,3.177563190460205
22,0.6034296751022339,1.8429787158966064,0.001,2.1031455993652344,0.6028271317481995,1.9227169752120972,1.693114995956421
23,0.6016131043434143,1.8153494596481323,0.001,1.9400732517242432,0.58152174949646,1.9293969869613647,2.328090190887451
24,0.6020354628562927,1.805076241493225,0.001,1.9571985006332397,0.577595055103302,1.9345852136611938,2.029165744781494
25,0.5945651531219482,1.8232455253601074,0.001,2.0020933151245117,0.602450430393219,1.923531413078308,1.8369321823120117
26,0.6008138656616211,1.7407158613204956,0.0005,1.9428212642669678,0.5941314101219177,1.8795502185821533,1.850685715675354
27,0.5970445275306702,1.7145159244537354,0.0005,1.9974408149719238,0.5860535502433777,1.8723965883255005,1.9411689043045044
28,0.5899460315704346,1.7378770112991333,0.0005,1.998717188835144,0.5842171311378479,1.8737437725067139,1.919201374053955
29,0.5864251255989075,1.7187621593475342,0.0005,2.077984571456909,0.5784285664558411,1.8850737810134888,1.9955992698669434
30,0.5839266777038574,1.7317755222320557,0.0005,2.038734197616577,0.5771242380142212,1.8610306978225708,2.0087616443634033
31,0.5859338641166687,1.7161290645599365,0.0005,2.004863739013672,0.5832762718200684,1.87502121925354,1.9092820882797241
32,0.5840264558792114,1.696649432182312,0.0005,2.040865898132324,0.5726847052574158,1.8664791584014893,2.0196995735168457
33,0.5825573205947876,1.6864091157913208,0.0005,2.0744283199310303,0.5822219848632812,1.8671424388885498,1.9210206270217896
34,0.5877015590667725,1.6688660383224487,0.00025,1.974602460861206,0.578707218170166,1.835724115371704,1.9663887023925781
35,0.583818256855011,1.6780997514724731,0.00025,1.9964940547943115,0.5779358148574829,1.83319091796875,1.9463468790054321
36,0.5852720141410828,1.6613613367080688,0.00025,1.9983481168746948,0.5799237489700317,1.8433525562286377,1.8919090032577515
37,0.5868484377861023,1.642249345779419,0.00025,1.948569416999817,0.5761929750442505,1.843127965927124,1.9372743368148804
38,0.5873192548751831,1.6395982503890991,0.00025,1.9698516130447388,0.5720984935760498,1.8658604621887207,2.0139899253845215
39,0.584586501121521,1.6532938480377197,0.000125,1.9819267988204956,0.5802381634712219,1.830905795097351,1.9477096796035767
40,0.5858271718025208,1.6483087539672852,0.000125,1.9568305015563965,0.5837876796722412,1.8257807493209839,1.9118074178695679
41,0.5888540148735046,1.6448572874069214,0.000125,1.9439847469329834,0.5807334780693054,1.8223038911819458,1.935307264328003
42,0.5882246494293213,1.6321908235549927,0.000125,1.9632625579833984,0.5803052186965942,1.8244465589523315,1.956776738166809
43,0.5877673625946045,1.625438928604126,0.000125,1.9895055294036865,0.5763664841651917,1.8205599784851074,1.9940197467803955
44,0.5853663682937622,1.6329138278961182,0.000125,2.002899646759033,0.5793613195419312,1.8237202167510986,1.9956730604171753
45,0.5872076749801636,1.640068531036377,0.000125,2.0025227069854736,0.5835574865341187,1.8189592361450195,1.951820969581604
46,0.5907031297683716,1.6254992485046387,0.000125,1.981053113937378,0.582973301410675,1.8231803178787231,1.957446813583374
47,0.5903910398483276,1.612654685974121,0.000125,1.9726508855819702,0.5817569494247437,1.8234364986419678,1.972038984298706
48,0.5924438834190369,1.6223735809326172,0.000125,1.9741060733795166,0.5868814587593079,1.824251651763916,1.926732063293457
49,0.5968611240386963,1.6062980890274048,6.25e-05,1.939812421798706,0.5870725512504578,1.817806601524353,1.9516949653625488
50,0.598178505897522,1.5925434827804565,6.25e-05,1.9607276916503906,0.5867632031440735,1.8183250427246094,1.9538718461990356
51,0.5972948670387268,1.5990171432495117,6.25e-05,1.960824966430664,0.5904349684715271,1.821153998374939,1.9282242059707642
