epoch,delta_abs_mean,loss,lr,mae,val_delta_abs_mean,val_loss,val_mae
0,1.2327101230621338,0.663973867893219,0.001,1.787848711013794,1.3011606931686401,0.5521760582923889,1.8428418636322021
1,1.3057479858398438,0.5096151828765869,0.001,1.9086552858352661,1.299959659576416,0.5166911482810974,1.8071253299713135
2,1.3042259216308594,0.4874773323535919,0.001,1.9379675388336182,1.3081434965133667,0.49254104495048523,1.8815914392471313
3,1.3033397197723389,0.45980122685432434,0.001,2.0099687576293945,1.3117011785507202,0.48605427145957947,1.950502634048462
4,1.3000843524932861,0.4621146023273468,0.001,1.9826018810272217,1.3012168407440186,0.46688738465309143,1.9710495471954346
5,1.3042864799499512,0.44123315811157227,0.001,2.008148431777954,1.3061152696609497,0.46114376187324524,1.9227614402770996
6,1.2993391752243042,0.43399500846862793,0.001,2.007741928100586,1.3064277172088623,0.452713280916214,1.9375580549240112
7,1.296555757522583,0.42109954357147217,0.001,2.02689528465271,1.307996392250061,0.4506605863571167,1.953671932220459
8,1.2969709634780884,0.42446038126945496,0.001,2.0120038986206055,1.2967199087142944,0.44609367847442627,1.9081997871398926
9,1.2919634580612183,0.4195460379123688,0.001,2.0166406631469727,1.2948111295700073,0.43907424807548523,1.9465457201004028
10,1.2857102155685425,0.4190978705883026,0.001,1.994615077972412,1.2837193012237549,0.43615078926086426,1.9291682243347168
11,1.276886224746704,0.40981629490852356,0.001,1.9974033832550049,1.2772668600082397,0.4338547885417938,1.9069390296936035
12,1.2749778032302856,0.4046236574649811,0.001,2.0087709426879883,1.2744907140731812,0.42976292967796326,1.9298200607299805
13,1.2735569477081299,0.40351220965385437,0.001,1.9970147609710693,1.2725014686584473,0.42851030826568604,1.9162616729736328
14,1.2683619260787964,0.4044252932071686,0.001,1.9822322130203247,1.261418104171753,0.43287184834480286,1.8476989269256592
15,1.2624914646148682,0.39586934447288513,0.001,1.9961782693862915,1.2628660202026367,0.4237965941429138,1.89207923412323
16,1.2640258073806763,0.3929669260978699,0.001,2.0017638206481934,1.2710098028182983,0.4261826276779175,1.8991779088974
17,1.2658764123916626,0.39663103222846985,0.001,1.9973236322402954,1.2748531103134155,0.42565807700157166,1.930607795715332
18,1.263468861579895,0.3873562514781952,0.001,2.0171844959259033,1.259926199913025,0.42053332924842834,1.9212045669555664
19,1.2568320035934448,0.38127660751342773,0.001,2.0121641159057617,1.2575994729995728,0.42155104875564575,1.8917148113250732
20,1.2496875524520874,0.38984885811805725,0.001,1.9999206066131592,1.2533625364303589,0.42054519057273865,1.9096286296844482
21,1.2449114322662354,0.3866976797580719,0.001,1.9812936782836914,1.239016056060791,0.42227903008461,1.893868088722229
22,1.239033818244934,0.36925193667411804,0.0005,2.01576566696167,1.2384899854660034,0.4140544533729553,1.9084192514419556
23,1.2365541458129883,0.3737424910068512,0.0005,1.9902714490890503,1.2351481914520264,0.4133785665035248,1.905809998512268
24,1.2322951555252075,0.3700459897518158,0.0005,1.9939790964126587,1.2344067096710205,0.4153987467288971,1.9500763416290283
25,1.2301108837127686,0.36445489525794983,0.0005,2.0021822452545166,1.2295973300933838,0.4165028929710388,1.8474849462509155
26,1.2289326190948486,0.36875832080841064,0.0005,1.9778779745101929,1.219067096710205,0.4155704081058502,1.8775932788848877
27,1.2241722345352173,0.36330553889274597,0.00025,1.9892163276672363,1.2218283414840698,0.41391095519065857,1.8872636556625366
28,1.2229828834533691,0.35868480801582336,0.00025,1.9943379163742065,1.2201586961746216,0.4135613739490509,1.9094734191894531
29,1.2200167179107666,0.35862210392951965,0.00025,1.9927411079406738,1.2216675281524658,0.4135466516017914,1.8886948823928833
30,1.2173470258712769,0.36005911231040955,0.000125,1.967290997505188,1.217141032218933,0.41305968165397644,1.8944298028945923
31,1.2168625593185425,0.35682201385498047,0.000125,1.9741499423980713,1.2158540487289429,0.41249600052833557,1.8972413539886475
32,1.2157379388809204,0.3528004586696625,0.000125,1.9895232915878296,1.2103557586669922,0.4133693277835846,1.8975919485092163
33,1.2139261960983276,0.35569998621940613,0.000125,1.9852632284164429,1.2109321355819702,0.41307342052459717,1.8890513181686401
34,1.2136247158050537,0.35625380277633667,0.000125,1.962282657623291,1.2143349647521973,0.41259193420410156,1.879076600074768
35,1.2126200199127197,0.3620658814907074,6.25e-05,1.944872260093689,1.2125933170318604,0.4127052128314972,1.8922854661941528
36,1.2132033109664917,0.3559121787548065,6.25e-05,1.9716012477874756,1.208338975906372,0.4137684404850006,1.8779385089874268
37,1.2132586240768433,0.3486027419567108,6.25e-05,1.9898827075958252,1.210541009902954,0.4129137694835663,1.8714150190353394
38,1.2128691673278809,0.3490510880947113,3.125e-05,1.9887171983718872,1.210326075553894,0.41297560930252075,1.8921375274658203
39,1.211063027381897,0.3536124527454376,3.125e-05,1.9695111513137817,1.209699034690857,0.41295498609542847,1.8872920274734497
