epoch,delta_abs_mean,loss,lr,mae,val_delta_abs_mean,val_loss,val_mae
0,1.226091742515564,0.6639836430549622,0.001,1.7778558731079102,1.3156808614730835,0.5727836489677429,1.9010977745056152
1,1.3078422546386719,0.5162893533706665,0.001,1.941079020500183,1.3097660541534424,0.5222597718238831,1.8416270017623901
2,1.3148998022079468,0.4773687422275543,0.001,1.9962183237075806,1.3112905025482178,0.49582237005233765,1.8066538572311401
3,1.3221479654312134,0.4661165773868561,0.001,2.0023937225341797,1.3259438276290894,0.47991740703582764,1.9738917350769043
4,1.314310073852539,0.45274609327316284,0.001,2.0344033241271973,1.3126276731491089,0.4674634337425232,1.96089768409729
5,1.3104304075241089,0.4374682903289795,0.001,2.060014486312866,1.3050622940063477,0.4603605270385742,1.9465937614440918
6,1.3055729866027832,0.4383063316345215,0.001,2.041050910949707,1.3174855709075928,0.4550037682056427,1.974141001701355
7,1.302558183670044,0.4281674921512604,0.001,2.0680811405181885,1.3147238492965698,0.46033772826194763,1.8798662424087524
8,1.3062660694122314,0.4184056520462036,0.001,2.0594863891601562,1.3072447776794434,0.44764989614486694,1.909881591796875
9,1.293959140777588,0.41417667269706726,0.001,2.0566482543945312,1.2848365306854248,0.43903255462646484,1.9658385515213013
10,1.286542534828186,0.4166679382324219,0.001,2.0457825660705566,1.298956274986267,0.437553346157074,1.9565664529800415
11,1.2839146852493286,0.4076458513736725,0.001,2.0461361408233643,1.2871150970458984,0.4344083368778229,1.9246406555175781
12,1.2855415344238281,0.40371522307395935,0.001,2.050133228302002,1.2744745016098022,0.43024420738220215,2.019958972930908
13,1.2792415618896484,0.40506410598754883,0.001,2.0591371059417725,1.2797139883041382,0.43816304206848145,1.993721604347229
14,1.2716631889343262,0.4014556109905243,0.001,2.0395467281341553,1.2737340927124023,0.42550331354141235,1.97171151638031
15,1.2710951566696167,0.39832034707069397,0.001,2.03918194770813,1.2757866382598877,0.42986688017845154,1.963488221168518
16,1.269905924797058,0.39650872349739075,0.001,2.038933753967285,1.2721978425979614,0.42354658246040344,1.9399232864379883
17,1.2660729885101318,0.39416229724884033,0.001,2.0305702686309814,1.2649924755096436,0.423782080411911,1.9766308069229126
18,1.2644850015640259,0.3931328058242798,0.001,2.036130666732788,1.2584577798843384,0.42382168769836426,1.9395678043365479
19,1.2616562843322754,0.3919927775859833,0.001,2.0459578037261963,1.265541434288025,0.4194797873497009,1.9082351922988892
20,1.2578352689743042,0.3860015571117401,0.001,2.03379487991333,1.2601666450500488,0.42469164729118347,1.8883490562438965
21,1.256988525390625,0.37926241755485535,0.001,2.0490856170654297,1.257915735244751,0.4191753566265106,1.9679895639419556
22,1.2565211057662964,0.38320979475975037,0.001,2.024653911590576,1.252133846282959,0.41938093304634094,1.8921782970428467
23,1.251509189605713,0.37874558568000793,0.001,2.026533603668213,1.243346929550171,0.41740304231643677,1.9614673852920532
24,1.2479692697525024,0.37247434258461,0.001,2.055773973464966,1.2430202960968018,0.41629302501678467,1.907874584197998
25,1.2415359020233154,0.37491241097450256,0.001,2.0232582092285156,1.2384133338928223,0.41868075728416443,1.9063360691070557
26,1.2322808504104614,0.3750574588775635,0.001,2.014618396759033,1.2375359535217285,0.41681352257728577,1.927024245262146
27,1.2333711385726929,0.370421439409256,0.001,2.038825511932373,1.232711911201477,0.42296072840690613,1.941867709159851
28,1.2240406274795532,0.36314156651496887,0.0005,2.037064552307129,1.2223674058914185,0.4124719500541687,1.9498330354690552
29,1.218477487564087,0.36111927032470703,0.0005,2.0270133018493652,1.214979887008667,0.4123544991016388,1.9459874629974365
30,1.2144814729690552,0.3563901484012604,0.0005,2.0241808891296387,1.2087196111679077,0.4122447967529297,1.9092282056808472
31,1.2087205648422241,0.35610532760620117,0.0005,2.0232481956481934,1.2056597471237183,0.4120994806289673,1.9254889488220215
32,1.2033659219741821,0.3596215844154358,0.0005,1.9961994886398315,1.1975657939910889,0.41281577944755554,1.9176228046417236
33,1.2008570432662964,0.35359859466552734,0.0005,2.018479585647583,1.2036209106445312,0.41364824771881104,1.931914210319519
34,1.196475625038147,0.3527432084083557,0.0005,2.003678560256958,1.1854928731918335,0.4138335585594177,1.87186861038208
35,1.1896822452545166,0.3500401973724365,0.00025,1.9889730215072632,1.1932941675186157,0.4110930860042572,1.934518575668335
36,1.186798334121704,0.3498862087726593,0.00025,1.9826358556747437,1.1867153644561768,0.41085320711135864,1.9065748453140259
37,1.1856791973114014,0.34292930364608765,0.00025,2.008051872253418,1.1813474893569946,0.41350677609443665,1.8706878423690796
38,1.1833231449127197,0.3465524911880493,0.00025,1.9933925867080688,1.1825801134109497,0.412725567817688,1.9257088899612427
39,1.1811856031417847,0.34605175256729126,0.00025,1.9860211610794067,1.1840217113494873,0.4116785526275635,1.8969861268997192
40,1.1810951232910156,0.3446959853172302,0.000125,1.9931713342666626,1.180261254310608,0.41212090849876404,1.9047831296920776
41,1.1806321144104004,0.3423406481742859,0.000125,2.0005199909210205,1.1807291507720947,0.41215240955352783,1.9052064418792725
42,1.1791698932647705,0.3472367525100708,0.000125,1.9868990182876587,1.1768091917037964,0.4127991497516632,1.9037543535232544
43,1.1771984100341797,0.34249773621559143,6.25e-05,1.9867037534713745,1.1771364212036133,0.4126737713813782,1.9149342775344849
44,1.1774711608886719,0.3401172459125519,6.25e-05,2.004831552505493,1.1765056848526,0.41277173161506653,1.9144870042800903
